fare_amount,key
9.08142151108,2015-01-27 13:08:24.0000002
8.86231971163,2015-01-27 13:08:24.0000003
4.2840623029,2011-10-08 11:53:44.0000002
7.21820767852,2012-12-01 21:12:12.0000002
14.3370894423,2012-12-01 21:12:12.0000003
9.64147824629,2012-12-01 21:12:12.0000005
5.66492907946,2011-10-06 12:10:20.0000001
52.3952089553,2011-10-06 12:10:20.0000003
10.7645321266,2011-10-06 12:10:20.0000002
5.69240778053,2014-02-18 15:22:20.0000002
7.96727460245,2014-02-18 15:22:20.0000003
13.9997350098,2014-02-18 15:22:20.0000001
4.57962451642,2010-03-29 20:20:32.0000002
8.74198419822,2010-03-29 20:20:32.0000001
8.37604166437,2011-10-06 03:59:12.0000002
14.2271338218,2011-10-06 03:59:12.0000001
4.08369283617,2012-07-15 16:45:04.0000006
10.1925681041,2012-07-15 16:45:04.0000002
5.31239123438,2012-07-15 16:45:04.0000003
4.29446346777,2012-07-15 16:45:04.0000004
7.95918944014,2014-10-29 02:09:56.0000001
8.03001396763,2014-06-14 13:39:00.00000010
6.3324739528,2014-06-14 13:39:00.00000060
6.95691201318,2014-06-14 13:39:00.00000087
15.5179680743,2014-06-14 13:39:00.00000050
5.71993415616,2014-06-14 13:39:00.0000003
33.9440968992,2014-06-14 13:39:00.000000158
21.7391033136,2014-06-14 13:39:00.00000015
7.81414380199,2014-06-14 13:39:00.00000073
13.6015345398,2014-06-14 13:39:00.00000077
10.2493245947,2014-06-14 13:39:00.000000145
6.34426683595,2014-06-14 13:39:00.00000079
5.38902417737,2014-06-14 13:39:00.000000121
10.4874737609,2014-06-14 13:39:00.00000021
7.45029547684,2014-06-14 13:39:00.0000005
6.53055714602,2014-06-14 13:39:00.000000165
6.91420170414,2014-06-14 13:39:00.000000184
5.28397001756,2014-06-14 13:39:00.00000059
9.38300017833,2014-06-14 13:39:00.00000070
5.1953423694,2014-06-14 13:39:00.00000068
18.647737843,2014-06-14 13:39:00.000000133
9.24758716907,2014-06-14 13:39:00.000000128
15.9591042781,2014-06-14 13:39:00.000000136
8.71311042778,2014-06-14 13:39:00.00000017
3.90045434652,2014-06-14 13:39:00.000000111
9.87152758057,2014-06-14 13:39:00.000000115
5.56333385651,2014-06-14 13:39:00.000000168
7.25097916769,2014-06-14 13:39:00.00000031
5.73060066388,2014-06-14 13:39:00.000000116
4.79085049417,2014-06-14 13:39:00.00000051
13.1503018461,2014-06-14 13:39:00.000000193
11.7010538396,2014-06-14 13:39:00.000000132
19.9297691837,2014-06-14 13:39:00.000000167
5.94929923809,2014-06-14 13:39:00.00000044
6.74609004912,2014-06-14 13:39:00.000000138
15.4273889841,2014-06-14 13:39:00.00000066
10.7312645154,2014-06-14 13:39:00.00000063
9.28356604851,2014-06-14 13:39:00.000000154
13.4050595836,2014-06-14 13:39:00.00000097
10.5467692044,2014-06-14 13:39:00.00000067
6.53131835373,2014-06-14 13:39:00.000000179
9.04731412017,2014-06-14 13:39:00.00000092
5.18546023664,2014-06-14 13:39:00.00000029
5.07689605439,2014-06-14 13:39:00.000000177
7.14851535198,2014-06-14 13:39:00.000000192
5.93439609796,2014-06-14 13:39:00.000000181
8.84303280811,2014-06-14 13:39:00.000000120
4.52385427998,2014-06-14 13:39:00.0000008
4.0160843707,2014-06-14 13:39:00.000000103
13.655208431,2014-06-14 13:39:00.00000049
6.29714512357,2014-06-14 13:39:00.000000108
4.51248725916,2014-06-14 13:39:00.00000072
10.0729408745,2014-06-14 13:39:00.000000182
5.13035741111,2014-06-14 13:39:00.00000061
9.82280424528,2014-06-14 13:39:00.00000093
11.4314023829,2014-06-14 13:39:00.000000170
39.9085,2014-06-14 13:39:00.000000147
4.04744795479,2014-06-14 13:39:00.000000140
4.65293040293,2014-06-14 13:39:00.000000159
4.6798917041,2014-06-14 13:39:00.00000012
5.92090922272,2014-06-14 13:39:00.00000025
5.20997806717,2014-06-14 13:39:00.000000156
6.09514075555,2014-06-14 13:39:00.000000152
9.21525473095,2014-06-14 13:39:00.000000129
15.6454973752,2014-06-14 13:39:00.000000119
5.68041174257,2014-06-14 13:39:00.000000118
4.80476164349,2014-06-14 13:39:00.00000076
6.53542375661,2014-06-14 13:39:00.000000135
14.3473447151,2014-06-14 13:39:00.00000023
7.68692668888,2014-06-14 13:39:00.00000082
9.56913375371,2014-06-14 13:39:00.000000125
7.68243783416,2014-06-14 13:39:00.00000075
6.24890115207,2014-06-14 13:39:00.000000124
6.43944287135,2014-06-14 13:39:00.000000172
13.6891895238,2014-06-14 13:39:00.00000024
12.2448671751,2014-06-14 13:39:00.000000169
8.69586572704,2014-06-14 13:39:00.00000052
12.1335736142,2014-06-14 13:39:00.000000161
9.00541082467,2014-06-14 13:39:00.00000038
9.85988576285,2014-06-14 13:39:00.00000035
10.8052597203,2014-06-14 13:39:00.00000053
7.19699820519,2014-06-14 13:39:00.000000183
52.105272605,2014-06-14 13:39:00.000000131
6.14689552781,2014-06-14 13:39:00.000000180
31.348,2014-06-14 13:39:00.000000130
4.91320028879,2014-06-14 13:39:00.00000032
10.1261865374,2014-06-14 13:39:00.000000148
9.42443627992,2014-06-14 13:39:00.0000007
8.94604461458,2014-06-14 13:39:00.00000095
38.2897954545,2014-06-14 13:39:00.000000144
25.0828571429,2014-06-14 13:39:00.000000141
15.6982125934,2014-06-14 13:39:00.000000162
9.26939606227,2014-06-14 13:39:00.00000018
8.0624398219,2014-06-14 13:39:00.00000054
4.99333005096,2014-06-14 13:39:00.00000040
6.77579315927,2014-06-14 13:39:00.00000096
18.9581332418,2014-06-14 13:39:00.00000055
8.45177352683,2014-06-14 13:39:00.000000109
6.71313404629,2014-06-14 13:39:00.000000151
9.50344357627,2014-06-14 13:39:00.00000016
10.5227658497,2014-06-14 13:39:00.00000062
10.8666028569,2014-06-14 13:39:00.000000191
8.26936246964,2014-06-14 13:39:00.00000034
7.02287096333,2014-06-14 13:39:00.000000160
5.06449018369,2014-06-14 13:39:00.00000013
5.16749140874,2014-06-14 13:39:00.000000188
6.9490600984,2014-06-14 13:39:00.00000086
9.84267670811,2014-06-14 13:39:00.000000185
8.30930343306,2014-06-14 13:39:00.00000074
14.7212954855,2014-06-14 13:39:00.00000022
6.03061391139,2014-06-14 13:39:00.00000036
3.69250408007,2014-06-14 13:39:00.000000126
6.92266688427,2014-06-14 13:39:00.000000190
5.81112357265,2014-06-14 13:39:00.00000042
6.57553466999,2014-06-14 13:39:00.000000178
4.34991978611,2014-06-14 13:39:00.000000163
10.5781505972,2014-06-14 13:39:00.00000020
5.56376577519,2014-06-14 13:39:00.00000098
18.7579749252,2014-06-14 13:39:00.000000114
9.63821199061,2014-06-14 13:39:00.00000045
4.97831215205,2014-06-14 13:39:00.00000094
9.19127488999,2014-06-14 13:39:00.000000146
7.77258127358,2014-06-14 13:39:00.00000033
4.86525732732,2014-06-14 13:39:00.000000143
5.68189228844,2014-06-14 13:39:00.000000107
7.12869160395,2014-06-14 13:39:00.00000048
11.421368638,2014-06-14 13:39:00.00000043
8.61712592353,2014-06-14 13:39:00.000000123
7.13696174276,2014-06-14 13:39:00.000000134
5.35399905452,2014-06-14 13:39:00.000000142
8.41792628605,2014-06-14 13:39:00.000000122
8.26190754132,2014-06-14 13:39:00.000000176
5.54499264613,2011-12-12 09:42:12.0000004
5.57092787914,2011-12-12 09:42:12.0000002
10.1053472222,2011-12-12 09:42:12.0000001
6.80124399065,2011-12-12 09:42:12.0000003
9.40520912404,2011-12-12 09:42:12.0000005
19.2479449309,2013-06-27 00:20:40.0000001
11.7723887651,2013-06-27 00:20:40.0000003
8.04277600961,2009-02-20 13:34:16.0000001
12.8205256571,2009-02-20 13:34:16.0000002
7.46098811845,2009-02-20 13:34:16.0000003
29.7391666667,2010-08-22 21:14:08.0000001
16.9708470487,2010-08-22 21:14:08.0000005
4.87413601963,2010-08-22 21:14:08.0000003
10.1388797811,2010-08-22 21:14:08.0000002
5.02386710234,2012-08-06 08:58:08.0000002
17.345,2012-08-06 08:58:08.0000001
5.83401071733,2013-11-04 08:34:12.0000003
8.73077774237,2013-11-04 08:34:12.0000001
