fare_amount,key
9.63147592071,2015-01-27 13:08:24.0000002
9.71409058708,2015-01-27 13:08:24.0000003
5.40635519149,2011-10-08 11:53:44.0000002
8.82421012333,2012-12-01 21:12:12.0000002
18.3212268871,2012-12-01 21:12:12.0000003
11.7403732376,2012-12-01 21:12:12.0000005
5.40635519149,2011-10-06 12:10:20.0000001
47.5290453646,2011-10-06 12:10:20.0000003
10.9481034619,2011-10-06 12:10:20.0000002
5.57606568458,2014-02-18 15:22:20.0000002
9.63147592071,2014-02-18 15:22:20.0000003
15.4507548052,2014-02-18 15:22:20.0000001
5.40635519149,2010-03-29 20:20:32.0000002
7.18538022178,2010-03-29 20:20:32.0000001
8.50659910488,2011-10-06 03:59:12.0000002
12.593669903,2011-10-06 03:59:12.0000001
5.40635519149,2012-07-15 16:45:04.0000006
9.07021493456,2012-07-15 16:45:04.0000002
5.40635519149,2012-07-15 16:45:04.0000003
5.40635519149,2012-07-15 16:45:04.0000004
7.8035301223,2014-10-29 02:09:56.0000001
8.97007006837,2014-06-14 13:39:00.00000010
7.09154112849,2014-06-14 13:39:00.00000060
8.64820764915,2014-06-14 13:39:00.00000087
18.5605816979,2014-06-14 13:39:00.00000050
5.59646727181,2014-06-14 13:39:00.0000003
37.3945902315,2014-06-14 13:39:00.000000158
25.6334422866,2014-06-14 13:39:00.00000015
5.89063023161,2014-06-14 13:39:00.00000073
15.2716347699,2014-06-14 13:39:00.00000077
10.8944224128,2014-06-14 13:39:00.000000145
6.06065654157,2014-06-14 13:39:00.00000079
5.48203205265,2014-06-14 13:39:00.000000121
10.8944224128,2014-06-14 13:39:00.00000021
9.28878894254,2014-06-14 13:39:00.0000005
7.35187694927,2014-06-14 13:39:00.000000165
5.89063023161,2014-06-14 13:39:00.000000184
5.40635519149,2014-06-14 13:39:00.00000059
7.68413751611,2014-06-14 13:39:00.00000070
5.40635519149,2014-06-14 13:39:00.00000068
20.1456641491,2014-06-14 13:39:00.000000133
9.98239670173,2014-06-14 13:39:00.000000128
19.4766324481,2014-06-14 13:39:00.000000136
9.70596763306,2014-06-14 13:39:00.00000017
5.40635519149,2014-06-14 13:39:00.000000111
11.3515515545,2014-06-14 13:39:00.000000115
5.40635519149,2014-06-14 13:39:00.000000168
6.56837010779,2014-06-14 13:39:00.00000031
5.63204793947,2014-06-14 13:39:00.000000116
5.40635519149,2014-06-14 13:39:00.00000051
11.879084181,2014-06-14 13:39:00.000000193
13.119958684,2014-06-14 13:39:00.000000132
19.3056046077,2014-06-14 13:39:00.000000167
5.59543734817,2014-06-14 13:39:00.00000044
7.13042520731,2014-06-14 13:39:00.000000138
15.1889509923,2014-06-14 13:39:00.00000066
12.9708664621,2014-06-14 13:39:00.00000063
11.083724001,2014-06-14 13:39:00.000000154
13.3247384342,2014-06-14 13:39:00.00000097
13.4245575794,2014-06-14 13:39:00.00000067
7.31922271446,2014-06-14 13:39:00.000000179
9.98668273557,2014-06-14 13:39:00.00000092
5.40635519149,2014-06-14 13:39:00.00000029
5.40635519149,2014-06-14 13:39:00.000000177
7.20979744319,2014-06-14 13:39:00.000000192
7.13042520731,2014-06-14 13:39:00.000000181
10.1273921624,2014-06-14 13:39:00.000000120
5.40635519149,2014-06-14 13:39:00.0000008
5.40635519149,2014-06-14 13:39:00.000000103
18.2310863751,2014-06-14 13:39:00.00000049
6.65132558862,2014-06-14 13:39:00.000000108
5.40635519149,2014-06-14 13:39:00.00000072
11.3760016343,2014-06-14 13:39:00.000000182
7.16904344078,2014-06-14 13:39:00.00000061
9.87698142133,2014-06-14 13:39:00.00000093
11.7857369966,2014-06-14 13:39:00.000000170
45.6847708432,2014-06-14 13:39:00.000000147
5.40635519149,2014-06-14 13:39:00.000000140
5.40635519149,2014-06-14 13:39:00.000000159
5.40635519149,2014-06-14 13:39:00.00000012
5.57606568458,2014-06-14 13:39:00.00000025
5.47968349592,2014-06-14 13:39:00.000000156
7.20979744319,2014-06-14 13:39:00.000000152
9.85323438482,2014-06-14 13:39:00.000000129
18.8205091861,2014-06-14 13:39:00.000000119
6.9996103907,2014-06-14 13:39:00.000000118
5.40635519149,2014-06-14 13:39:00.00000076
7.16904344078,2014-06-14 13:39:00.000000135
15.9845860186,2014-06-14 13:39:00.00000023
9.79020707614,2014-06-14 13:39:00.00000082
10.1273921624,2014-06-14 13:39:00.000000125
8.89421972894,2014-06-14 13:39:00.00000075
6.59283721729,2014-06-14 13:39:00.000000124
6.07533554941,2014-06-14 13:39:00.000000172
14.7299004698,2014-06-14 13:39:00.00000024
14.7943863376,2014-06-14 13:39:00.000000169
10.8944224128,2014-06-14 13:39:00.00000052
13.6032599692,2014-06-14 13:39:00.000000161
