fare_amount,key
10.0985771072,2015-01-27 13:08:24.0000002
9.08054624867,2015-01-27 13:08:24.0000003
4.39953843065,2011-10-08 11:53:44.0000002
7.81875954245,2012-12-01 21:12:12.0000002
15.9935119048,2012-12-01 21:12:12.0000003
10.5110884834,2012-12-01 21:12:12.0000005
5.25982754534,2011-10-06 12:10:20.0000001
49.3107305325,2011-10-06 12:10:20.0000003
10.2474658616,2011-10-06 12:10:20.0000002
6.30714770945,2014-02-18 15:22:20.0000002
9.47913284902,2014-02-18 15:22:20.0000003
19.0979135587,2014-02-18 15:22:20.0000001
4.78093851945,2010-03-29 20:20:32.0000002
7.60437908497,2010-03-29 20:20:32.0000001
9.86449476478,2011-10-06 03:59:12.0000002
10.1993168821,2011-10-06 03:59:12.0000001
4.36470717967,2012-07-15 16:45:04.0000006
8.54024848485,2012-07-15 16:45:04.0000002
4.90665339642,2012-07-15 16:45:04.0000003
4.58735256641,2012-07-15 16:45:04.0000004
7.54375,2014-10-29 02:09:56.0000001
9.23301587302,2014-06-14 13:39:00.00000010
6.7219864941,2014-06-14 13:39:00.00000060
9.05646529337,2014-06-14 13:39:00.00000087
19.3572153708,2014-06-14 13:39:00.00000050
7.03339735158,2014-06-14 13:39:00.0000003
39.51525,2014-06-14 13:39:00.000000158
24.3694327731,2014-06-14 13:39:00.00000015
6.1123015873,2014-06-14 13:39:00.00000073
17.1515965652,2014-06-14 13:39:00.00000077
13.1560606061,2014-06-14 13:39:00.000000145
6.2071544113,2014-06-14 13:39:00.00000079
5.98414978925,2014-06-14 13:39:00.000000121
10.9739538935,2014-06-14 13:39:00.00000021
8.50550521114,2014-06-14 13:39:00.0000005
8.06112990011,2014-06-14 13:39:00.000000165
6.48483815619,2014-06-14 13:39:00.000000184
5.97092607803,2014-06-14 13:39:00.00000059
9.50334453869,2014-06-14 13:39:00.00000070
5.35143526897,2014-06-14 13:39:00.00000068
19.0345865385,2014-06-14 13:39:00.000000133
10.8639755647,2014-06-14 13:39:00.000000128
22.5449561664,2014-06-14 13:39:00.000000136
10.3682155404,2014-06-14 13:39:00.00000017
5.2535786599,2014-06-14 13:39:00.000000111
11.6005681818,2014-06-14 13:39:00.000000115
